id;suspicious_status;suspicious_note;question;extra
832;0;;She asked [which:t.interrog,a.n] programming language is most useful for web development.; Она спросила, какой язык программирования наиболее полезен для веб-разработки.
833;0;;They discussed [which:t.interrog,a.n] university provides the best engineering program.; Они обсуждали, какой университет предлагает лучшую инженерную программу.
834;0;;He needed to decide [which:t.interrog,a.n] investment would be the safest.; Ему нужно было решить, какое вложение будет самым безопасным.
835;0;;The scientists analyzed [which:t.interrog,a.n] climate model was the most accurate.; Ученые проанализировали, какая климатическая модель была самой точной.
836;0;;We had to find out [which:t.interrog,a.n] airline offered the best service.; Нам нужно было выяснить, какая авиакомпания предлагает лучший сервис.
837;0;;The manager evaluated [which:t.interrog,a.n] strategy would yield the highest profit.; Менеджер оценивал, какая стратегия принесет наибольшую прибыль.
838;0;;The teacher [who:t.relative,animate,f.ntrl/frml] helped us was very kind.;Учитель, который нам помог, был очень добрым.
839;0;;She met a scientist [who:t.relative,animate,f.ntrl/frml] discovered a new element.;Она встретила учёного, который открыл новый элемент.
840;0;;The woman [who:t.relative,animate,f.ntrl/frml] lives next door is a doctor.;Женщина, которая живёт по соседству, – врач.
841;0;;The author [who:t.relative,animate,f.ntrl/frml] wrote this book is famous.;Автор, который написал эту книгу, известен.
842;0;;I have a friend [who:t.relative,animate,f.ntrl/frml] loves hiking.;У меня есть друг, который любит пешие прогулки.
843;0;;The musician [who:t.relative,animate,f.ntrl/frml] you saw yesterday has won many awards.;Музыкант, которого ты видел вчера, выиграл много наград.
844;0;;The manager [who:t.relative,animate,f.ntrl/frml] oversees this department is very strict.;Менеджер, который курирует этот отдел, очень строг.
845;0;;There is a professor [who:t.relative,animate,f.ntrl/frml] specializes in ancient history.;Есть профессор, который специализируется на древней истории.
846;0;;My colleague [who:t.relative,animate,f.ntrl/frml] recently moved here is very friendly.;Мой коллега, который недавно сюда переехал, очень дружелюбный.
847;0;;The politician [who:t.relative,animate,f.ntrl/frml] proposed the law faced criticism.;Политик, который предложил этот закон, столкнулся с критикой.
848;0;;The consultant [whom:t.relative,animate,f.frml] we hired is very experienced.;Консультант, которого мы наняли, очень опытный.
849;0;;She spoke to the expert [whom:t.relative,animate,f.frml] you recommended.;Она поговорила с экспертом, которого ты порекомендовал.
850;0;;The professor [whom:t.relative,animate,f.frml] I respect the most is retiring.;Профессор, которого я больше всего уважаю, уходит на пенсию.
851;0;;The lawyer [whom:t.relative,animate,f.frml] they consulted gave great advice.;Адвокат, с которым они консультировались, дал отличный совет.
852;0;;The artist [whom:t.relative,animate,f.frml] we met at the gallery was fascinating.;Художник, с которым мы встретились в галерее, был очень интересным.
853;0;;The delegate [whom:t.relative,animate,f.frml] they appointed had a lot of experience.;Делегат, которого они назначили, имел большой опыт.
854;0;;The scientist [whom:t.relative,animate,f.frml] the committee chose will lead the project.;Учёный, которого выбрал комитет, будет руководить проектом.
855;0;;The doctor [whom:t.relative,animate,f.frml] you called is unavailable today.;Доктор, которого ты вызвал, сегодня недоступен.
856;0;;The speaker [whom:t.relative,animate,f.frml] they invited declined the offer.;Спикер, которого они пригласили, отказался от предложения.
857;0;;The actor [whom:t.relative,animate,f.frml] we saw at the event is a well-known celebrity.;Актёр, которого мы видели на мероприятии, – известная знаменитость.
858;0;;The guy [that:t.relative,animate,f.infr] fixed my car was really fast.;Парень, который починил мою машину, был очень быстрым.
859;0;;I know someone [that:t.relative,animate,f.infr] can help us.;Я знаю кого-то, кто может нам помочь.
860;0;;The teacher [that:t.relative,animate,f.infr] teaches math is really strict.;Учитель, который преподаёт математику, очень строгий.
861;0;;The kid [that:t.relative,animate,f.infr] won the race is my cousin.;Ребёнок, который выиграл гонку, – мой двоюродный брат.
862;0;;She has a friend [that:t.relative,animate,f.infr] loves rock music.;У неё есть друг, который любит рок-музыку.
863;0;;The man [that:t.relative,animate,f.infr] I saw yesterday looked familiar.;Мужчина, которого я видел вчера, выглядел знакомым.
864;0;;The workers [that:t.relative,animate,f.infr] they hired are very professional.;Рабочие, которых они наняли, очень профессиональные.
865;0;;The athlete [that:t.relative,animate,f.infr] broke the record trained for years.;Атлет, который побил рекорд, тренировался годами.
866;0;;The singer [that:t.relative,animate,f.infr] we heard last night was amazing.;Певец, которого мы слышали прошлой ночью, был потрясающим.
867;0;;The guy [that:t.relative,animate,f.infr] helped me find my phone was kind.;Парень, который помог мне найти телефон, был добрым.
868;0;;The book [that:t.relative,inanimate,f.ntrl] I read was fascinating.;Книга, которую я прочитал, была увлекательной.
869;0;;The car [that:t.relative,inanimate,f.ntrl] she bought is very expensive.;Машина, которую она купила, очень дорогая.
870;0;;The laptop [that:t.relative,inanimate,f.ntrl] you recommended works great.;Ноутбук, который ты порекомендовал, работает отлично.
871;0;;The movie [that:t.relative,inanimate,f.ntrl] we watched was boring.;Фильм, который мы посмотрели, был скучным.
872;0;;The song [that:t.relative,inanimate,f.ntrl] they played is my favorite.;Песня, которую они сыграли, моя любимая.
873;0;;The chair [that:t.relative,inanimate,f.ntrl] I repaired is now sturdy.;Стул, который я починил, теперь прочный.
874;0;;The road [that:t.relative,inanimate,f.ntrl] leads to the city is closed.;Дорога, которая ведёт в город, закрыта.
875;0;;The program [that:t.relative,inanimate,f.ntrl] he designed is user-friendly.;Программа, которую он разработал, удобна для пользователей.
876;0;;The idea [that:t.relative,inanimate,f.ntrl] they proposed is interesting.;Идея, которую они предложили, интересная.
877;0;;The coffee [that:t.relative,inanimate,f.ntrl] she made is delicious.;Кофе, который она приготовила, вкусный.
878;0;;The project [which:t.relative,inanimate,f.ntrl/frml] was approved will begin soon.;Проект, который был одобрен, скоро начнётся.
879;0;;The document [which:t.relative,inanimate,f.ntrl/frml] she sent contains errors.;Документ, который она отправила, содержит ошибки.
880;0;;The bridge [which:t.relative,inanimate,f.ntrl/frml] collapsed was very old.;Мост, который рухнул, был очень старым.
881;0;;The plan [which:t.relative,inanimate,f.ntrl/frml] they developed is detailed.;План, который они разработали, детализирован.
882;0;;The system [which:t.relative,inanimate,f.ntrl/frml] we use is efficient.;Система, которую мы используем, эффективная.
883;0;;The research [which:t.relative,inanimate,f.ntrl/frml] they conducted took years.;Исследование, которое они проводили, заняло годы.
884;0;;The method [which:t.relative,inanimate,f.ntrl/frml] they suggested is effective.;Метод, который они предложили, эффективен.
885;0;;The book [which:t.relative,inanimate,f.ntrl/frml] I borrowed is interesting.;Книга, которую я взял, интересная.
886;0;;The software [which:t.relative,inanimate,f.ntrl/frml] he created is revolutionary.;Программное обеспечение, которое он создал, революционное.
887;0;;The policy [which:t.relative,inanimate,f.ntrl/frml] was introduced has many benefits.;Политика, которая была введена, имеет много преимуществ.
888;0;;I need [some:t.indef,s,uncountable,inanimate,f.ntrl] water.;Мне нужно немного воды.
889;0;;Some [some:t.indef,p,countable,animate,f.ntrl] people enjoy reading.;Некоторым людям нравится читать.
890;0;;Could you lend me [some:t.indef,s,uncountable,inanimate,f.ntrl] money?;Можешь одолжить мне немного денег?
891;0;;She brought [some:t.indef,p,countable,inanimate,f.ntrl] flowers.;Она принесла немного цветов.
892;0;;We have [some:t.indef,s,uncountable,inanimate,f.ntrl] news to share.;У нас есть новости, которыми мы хотим поделиться.
893;0;;Do you have [any:t.indef,p,countable,inanimate,f.ntrl] questions?;У вас есть какие-нибудь вопросы?
894;0;;You can choose [any:t.indef,s,countable,inanimate,f.ntrl] book you like.;Ты можешь выбрать любую книгу, которая тебе нравится.
895;0;;Is there [any:t.indef,s,uncountable,inanimate,f.ntrl] food left?;Осталась ли какая-нибудь еда?
896;0;;I didn’t see [any:t.indef,s,uncountable,inanimate,f.ntrl] difference.;Я не заметил никакой разницы.
897;0;;Do you know [any:t.indef,p,countable,inanimate,f.ntrl] good restaurants nearby?;Ты знаешь какие-нибудь хорошие рестораны поблизости?
898;0;;[none:t.indef,p,countable,animate,f.ntrl] of them came.;Никто из них не пришёл.
899;0;;[none:t.indef,p,countable,inanimate,f.ntrl] of the answers were correct.;Ни один из ответов не был правильным.
900;0;;[none:t.indef,p,countable,animate,f.ntrl] of the students passed the test.;Ни один из студентов не сдал тест.
901;0;;There’s [none:t.indef,s,uncountable,inanimate,f.ntrl] left in the fridge.;В холодильнике ничего не осталось.
902;0;;[none:t.indef,p,countable,animate,f.ntrl] of us knew about it.;Никто из нас не знал об этом.
903;0;;[all:t.indef,s,uncountable,inanimate,f.ntrl] is well.;Всё хорошо.
904;0;;[all:t.indef,p,countable,animate,f.ntrl] the students passed the exam.;Все студенты сдали экзамен.
905;0;;She gave [all:t.indef,s,uncountable,inanimate,f.ntrl] her time to the project.;Она отдала всё своё время проекту.
906;0;;[all:t.indef,p,countable,animate,f.ntrl] of us were excited.;Все мы были взволнованы.
907;0;;[all:t.indef,p,countable,inanimate,f.ntrl] the cookies are gone.;Все печенья закончились.
908;0;;[one:t.indef,s,countable,animate,f.ntrl] should always be polite.;Всегда нужно быть вежливым.
909;0;;[one:t.indef,s,countable,animate,f.ntrl] of the students is absent.;Один из студентов отсутствует.
910;0;;Do you want [one:t.indef,s,countable,inanimate,f.ntrl] or two cups of coffee?;Ты хочешь одну или две чашки кофе?
911;0;;[one:t.indef,s,countable,animate,f.ntrl] must respect others.;Нужно уважать других.
912;0;;She bought [one:t.indef,s,countable,inanimate,f.ntrl] for herself.;Она купила один для себя.
913;0;;[someone:t.indef,s,countable,animate,f.ntrl] is at the door.;Кто-то у двери.
914;0;;[someone:t.indef,s,countable,animate,f.ntrl] left their phone here.;Кто-то оставил здесь свой телефон.
915;0;;She met [someone:t.indef,s,countable,animate,f.ntrl] new yesterday.;Она встретила кого-то нового вчера.
916;0;;[someone:t.indef,s,countable,animate,f.ntrl] should take responsibility.;Кто-то должен взять на себя ответственность.
917;0;;Is [someone:t.indef,s,countable,animate,f.ntrl] coming to help us?;Кто-то придёт, чтобы помочь нам?
918;0;;Is there [anyone:t.indef,s,countable,animate,f.ntrl] who can help?;Есть кто-нибудь, кто может помочь?
919;0;;[anyone:t.indef,s,countable,animate,f.ntrl] can join the club.;Любой может вступить в клуб.
920;0;;Did [anyone:t.indef,s,countable,animate,f.ntrl] call while I was out?;Кто-нибудь звонил, пока меня не было?
921;0;;Does [anyone:t.indef,s,countable,animate,f.ntrl] know the answer?;Кто-нибудь знает ответ?
922;0;;[anyone:t.indef,s,countable,animate,f.ntrl] can learn to swim.;Каждый может научиться плавать.
923;0;;[no one:t.indef,s,countable,animate,f.ntrl] knows the answer.;Никто не знает ответа.
924;0;;[no one:t.indef,s,countable,animate,f.ntrl] came to the meeting.;Никто не пришёл на встречу.
925;0;;[no one:t.indef,s,countable,animate,f.ntrl] can solve this problem.;Никто не может решить эту проблему.
926;0;;She told [no one:t.indef,s,countable,animate,f.ntrl] about her plans.;Она никому не рассказала о своих планах.
927;0;;[no one:t.indef,s,countable,animate,f.ntrl] is allowed to enter.;Никому не разрешено входить.
928;0;;There is [nothing:t.negative,Inanimate,d.abs] to worry about.;Не о чем волноваться.
929;0;;She has [nothing:t.negative,Inanimate,d.abs] to say.;Ей нечего сказать.
930;0;;[nothing:t.negative,Inanimate,d.abs] is more important than health.;Ничего нет важнее здоровья.
931;0;;I have [nothing:t.negative,Inanimate,d.abs] in my pockets.;У меня ничего нет в карманах.
932;0;;[nothing:t.negative,Inanimate,d.abs] will stop us.;Ничто нас не остановит.
933;0;;I told you [nothing:t.negative,Inanimate,d.abs] about it.;Я тебе ничего не говорил об этом.
934;0;;She found [nothing:t.negative,Inanimate,d.abs] interesting in the book.;Она не нашла в книге ничего интересного.
935;0;;We saw [nothing:t.negative,Inanimate,d.abs] unusual in his behavior.;Мы не заметили в его поведении ничего необычного.
936;0;;They gave me [nothing:t.negative,Inanimate,d.abs] useful.;Они не дали мне ничего полезного.
937;0;;He remembers [nothing:t.negative,Inanimate,d.abs] from that night.;Он ничего не помнит с той ночи.
938;0;;They searched everywhere, but found [nothing:t.negative,Inanimate,d.abs].;Они искали повсюду, но ничего не нашли.
939;0;;[no one:t.negative,Animate,s,f.frml] can enter.;Никто не может войти.
940;0;;[no one:t.negative,Animate,s,f.frml] knew the answer.;Никто не знал ответа.
941;0;;[no one:t.negative,Animate,s,f.frml] wants to leave early.;Никто не хочет уходить рано.
942;0;;[no one:t.negative,Animate,s,f.frml] saw what happened.;Никто не видел, что произошло.
943;0;;[no one:t.negative,Animate,s,f.frml] was ready for the test.;Никто не был готов к тесту.
944;0;;The teacher said [no one:t.negative,Animate,s,f.frml] passed the test.;Учитель сказал, что никто не сдал тест.
945;0;;[No one:t.negative,Animate,s,f.frml] in the group understood the question.;Никто в группе не понял вопрос.
946;0;;She spoke to [no one:t.negative,Animate,s,f.frml] about her problem.;Она ни с кем не говорила о своей проблеме.
947;0;;We invited many people, but [no one:t.negative,Animate,s,f.frml] showed up.;Мы пригласили многих, но никто не пришёл.
948;0;;[nobody:t.negative,Animate,s,f.ntrl] saw him.;Никто его не видел.
949;0;;[nobody:t.negative,Animate,s,f.ntrl] was in the room.;Никого не было в комнате.
950;0;;[nobody:t.negative,Animate,s,f.ntrl] can help with this task.;Никто не может помочь с этим заданием.
951;0;;[nobody:t.negative,Animate,s,f.ntrl] believed her story.;Никто не поверил её истории.
952;0;;[nobody:t.negative,Animate,s,f.ntrl] is answering the phone.;Никто не отвечает на телефон.
953;0;;[Nobody:t.negative,Animate,s,f.ntrl] in the office noticed the mistake.;Никто в офисе не заметил ошибку.
954;0;;He asked for help, but [nobody:t.negative,Animate,s,f.ntrl] was available.;Он попросил помощи, но никто не был доступен.
955;0;;She waited for a response, but [nobody:t.negative,Animate,s,f.ntrl] replied.;Она ждала ответа, но никто не ответил.
956;0;;He needed support, but [nobody:t.negative,Animate,s,f.ntrl] stood by him.;Ему нужна была поддержка, но никто его не поддержал.
957;0;;[none:t.negative,a.y/n,d.group] of them agreed.;Никто из них не согласился.
958;0;;[none:t.negative,a.y/n,d.group] of the plans worked.;Ни один из планов не сработал.
959;0;;[none:t.negative,a.y/n,d.group] of the students passed the exam.;Никто из студентов не сдал экзамен.
960;0;;[none:t.negative,a.y/n,d.group] of us knew what to do.;Никто из нас не знал, что делать.
961;0;;[none:t.negative,a.y/n,d.group] of the cookies are left.;Печенье закончилось.
962;0;;[None:t.negative,a.y/n,d.group] of my friends like this movie.;Никому из моих друзей не нравится этот фильм.
963;0;;[None:t.negative,a.y/n,d.group] of them remembered the rule.;Никто из них не вспомнил правило.
964;0;;He asked for cookies, but [none:t.negative,a.y/n,d.group] were left.;Он попросил печенье, но его не осталось.
965;0;;She checked the messages, but [none:t.negative,a.y/n,d.group] were unread.;Она проверила сообщения, но непрочитанных не осталось.
966;0;;We looked for volunteers, but [none:t.negative,a.y/n,d.group] wanted to help.;Мы искали добровольцев, но никто не захотел помочь.
967;0;;I wanted answers, but [none:t.negative,a.y/n,d.group] of them made sense.;Я хотел получить ответы, но ни один из них не имел смысла.
968;0;;They respect [each other:t.reciprocal,d.2,f.ntrl/frml].;Они уважают друг друга.
969;0;;We always support [each other:t.reciprocal,d.2,f.ntrl/frml].;Мы всегда поддерживаем друг друга.
970;0;;John and Lisa looked at [each other:t.reciprocal,d.2,f.ntrl/frml] in surprise.;Джон и Лиза удивленно посмотрели друг на друга.
971;0;;They helped [each other:t.reciprocal,d.2,f.ntrl/frml] with their homework.;Они помогали друг другу с домашней работой.
972;0;;The two brothers argued with [each other:t.reciprocal,d.2,f.ntrl/frml] a lot.;Эти два брата часто спорили друг с другом.
973;0;;The couple wrote letters to [each other:t.reciprocal,d.2,f.ntrl/frml] for years.;Эта пара писала друг другу письма годами.
974;0;;Sarah and Tom smiled at [each other:t.reciprocal,d.2,f.ntrl/frml].;Сара и Том улыбнулись друг другу.
975;0;;The rivals tried to outsmart [each other:t.reciprocal,d.2,f.ntrl/frml].;Соперники пытались перехитрить друг друга.
976;0;;We called [each other:t.reciprocal,d.2,f.ntrl/frml] every evening.;Мы звонили друг другу каждый вечер.
977;0;;They shared their secrets with [each other:t.reciprocal,d.2,f.ntrl/frml].;Они делились своими секретами друг с другом.
978;0;;The students in the class often help [each other:t.reciprocal,d.grp,f.ntrl].;Ученики в классе часто помогают друг другу.
979;0;;We should listen to [each other:t.reciprocal,d.grp,f.ntrl] more carefully.;Нам стоит внимательнее слушать друг друга.
980;0;;The kids were throwing the ball to [each other:t.reciprocal,d.grp,f.ntrl].;Дети перекидывали мяч друг другу.
981;0;;The musicians in the band inspire [each other:t.reciprocal,d.grp,f.ntrl].;Музыканты в группе вдохновляют друг друга.
982;0;;Friends should always be there for [each other:t.reciprocal,d.grp,f.ntrl].;Друзья всегда должны поддерживать друг друга.
983;0;;The participants in the game challenged [each other:t.reciprocal,d.grp,f.ntrl].;Участники игры бросали вызовы друг другу.
984;0;;They laughed and joked with [each other:t.reciprocal,d.grp,f.ntrl] all evening.;Они весь вечер смеялись и шутили друг с другом.
985;0;;The team members worked closely with [each other:t.reciprocal,d.grp,f.ntrl].;Члены команды тесно работали друг с другом.
986;0;;We exchanged gifts with [each other:t.reciprocal,d.grp,f.ntrl] during the holidays.;Мы обменялись подарками друг с другом в праздники.
987;0;;The neighbors in the community support [each other:t.reciprocal,d.grp,f.ntrl].;Соседи в сообществе поддерживают друг друга.
988;0;;The colleagues addressed [one another:t.reciprocal,d.grp,f.frml] with respect.;Коллеги обращались друг к другу с уважением.
989;0;;The conference participants introduced [one another:t.reciprocal,d.grp,f.frml].;Участники конференции представили друг друга.
990;0;;In a civilized society, people must trust [one another:t.reciprocal,d.grp,f.frml].;В цивилизованном обществе люди должны доверять друг другу.
991;0;;The scholars exchanged research ideas with [one another:t.reciprocal,d.grp,f.frml].;Ученые обменивались идеями исследований друг с другом.
992;0;;The members of the organization collaborate with [one another:t.reciprocal,d.grp,f.frml].;Члены организации сотрудничают друг с другом.
993;0;;The diplomats negotiated with [one another:t.reciprocal,d.grp,f.frml] for hours.;Дипломаты вели переговоры друг с другом часами.
994;0;;The panelists debated [one another:t.reciprocal,d.grp,f.frml] during the discussion.;Участники панели дискутировали друг с другом во время обсуждения.
995;0;;The delegates greeted [one another:t.reciprocal,d.grp,f.frml] at the reception.;Делегаты приветствовали друг друга на приеме.
996;0;;The executives shared insights with [one another:t.reciprocal,d.grp,f.frml].;Руководители обменивались идеями друг с другом.
997;0;;The representatives of different nations learned from [one another:t.reciprocal,d.grp,f.frml].;Представители разных наций учились друг у друга.
998;0;;You can take [either:t.determ,c.y,d.1of2,e.positive] seat near the window.;Ты можешь занять любое из двух мест у окна.
999;0;;I don’t think [either:t.determ,c.y,d.1of2,e.positive] solution is perfect.;Я не думаю, что любое из двух решений идеально.
1000;0;;You may choose [either:t.determ,c.y,d.1of2,e.positive] method for your experiment.;Ты можешь выбрать любой из двух методов для эксперимента.
1001;0;;He doesn’t like [either:t.determ,c.y,d.1of2,e.positive] of the available options.;Ему не нравится ни один из двух доступных вариантов.
1002;0;;She bought a dress, but she couldn’t decide on [either:t.determ,c.y,d.1of2,e.positive] color.;Она купила платье, но не могла выбрать ни один из двух цветов.
1003;0;;[Either:t.determ,c.y,d.1of2,e.positive] answer would be acceptable in this case.;Любой из двух ответов будет приемлем в этом случае.
1004;0;;He stood at the crossroads, looking at [either:t.determ,c.y,d.1of2,e.positive] direction with uncertainty.;Он стоял на перекрестке, смотря в любую из двух сторон с неуверенностью.
1005;0;;There was a road on [either:t.determ,c.y,d.1of2,e.positive] side of the river.;По обе стороны реки была дорога.
1006;0;;I don’t think [either:t.determ,c.y,d.1of2,e.positive] of us wants to lose this opportunity.;Я не думаю, что кто-то из нас двоих хочет упустить эту возможность.
1007;0;;You should try [either:t.determ,c.y,d.1of2,e.positive] key to unlock the door.;Попробуй любой из двух ключей, чтобы открыть дверь.
1008;0;;[Each:t.determ,c.y,d.1ofgrp,e.individuality] student must submit their assignment before Friday.;Каждый студент должен сдать свое задание до пятницы.
1009;0;;She gave [each:t.determ,c.y,d.1ofgrp,e.individuality] of her children a separate gift.;Она подарила каждому из своих детей отдельный подарок.
1010;0;;[Each:t.determ,c.y,d.1ofgrp,e.individuality] participant received a certificate of completion.;Каждый участник получил сертификат о прохождении.
1011;0;;The teacher spoke to [each:t.determ,c.y,d.1ofgrp,e.individuality] student separately.;Учитель поговорил с каждым студентом отдельно.
1012;0;;I greeted [each:t.determ,c.y,d.1ofgrp,e.individuality] guest personally as they arrived.;Я лично приветствовал каждого гостя по прибытии.
1013;0;;She placed a flower on [each:t.determ,c.y,d.1ofgrp,e.individuality] desk before the meeting.;Она положила цветок на каждый стол перед собранием.
1014;0;;[Each:t.determ,c.y,d.1ofgrp,e.individuality] chapter in this book has a summary at the end.;Каждая глава в этой книге имеет резюме в конце.
1015;0;;He checked [each:t.determ,c.y,d.1ofgrp,e.individuality] email carefully before replying.;Он внимательно проверил каждое письмо перед ответом.
1016;0;;[Each:t.determ,c.y,d.1ofgrp,e.individuality] of the candidates will have a chance to speak.;Каждый из кандидатов получит возможность высказаться.
1017;0;;I spent time talking to [each:t.determ,c.y,d.1ofgrp,e.individuality] employee about their concerns.;Я поговорил с каждым сотрудником об их проблемах.
1018;0;;[Every:t.determ,c.y,d.1ofgrp,e.general] morning, she goes for a run in the park.;Каждое утро она бегает в парке.
1019;0;;[Every:t.determ,c.y,d.1ofgrp,e.general] employee must follow the company's guidelines.;Каждый сотрудник должен соблюдать правила компании.
1020;0;;He reads a new book [every:t.determ,c.y,d.1ofgrp,e.general] month.;Он читает новую книгу каждый месяц.
1021;0;;I wake up at the same time [every:t.determ,c.y,d.1ofgrp,e.general] day.;Я просыпаюсь в одно и то же время каждый день.
1022;0;;She calls her parents [every:t.determ,c.y,d.1ofgrp,e.general] Sunday evening.;Она звонит родителям каждое воскресенье вечером.
1023;0;;The team meets for a briefing [every:t.determ,c.y,d.1ofgrp,e.general] Monday morning.;Команда собирается на брифинг каждое утро понедельника.
1024;0;;[Every:t.determ,c.y,d.1ofgrp,e.general] child in the school was given a free book.;Каждому ребенку в школе подарили бесплатную книгу.
1025;0;;The system is checked for updates [every:t.determ,c.y,d.1ofgrp,e.general] week.;Система проверяется на обновления каждую неделю.
1026;0;;We clean the house [every:t.determ,c.y,d.1ofgrp,e.general] Saturday.;Мы убираем дом каждую субботу.
1027;0;;[Every:t.determ,c.y,d.1ofgrp,e.general] seat in the theater was taken.;Каждое место в театре было занято.
1028;0;;[Both:t.determ,c.y,d.2,e.positive] of my friends are coming to the party.;Оба моих друга придут на вечеринку.
1029;0;;He is good at [both:t.determ,c.y,d.2,e.positive] math and science.;Он хорош и в математике, и в науке.
1030;0;;She can speak [both:t.determ,c.y,d.2,e.positive] French and Spanish fluently.;Она свободно говорит и на французском, и на испанском.
1031;0;;They [both:t.determ,c.y,d.2,e.positive] agreed to the terms of the contract.;Они оба согласились с условиями контракта.
1032;0;;[Both:t.determ,c.y,d.2,e.positive] solutions are acceptable in this case.;Оба решения приемлемы в этом случае.
1033;0;;We visited [both:t.determ,c.y,d.2,e.positive] cities during our trip.;Мы посетили оба города во время поездки.
1034;0;;He likes [both:t.determ,c.y,d.2,e.positive] coffee and tea.;Ему нравятся и кофе, и чай.
1035;0;;[Both:t.determ,c.y,d.2,e.positive] of the restaurants have excellent reviews.;Оба ресторана имеют отличные отзывы.
1036;0;;The twins look [both:t.determ,c.y,d.2,e.positive] identical.;Близнецы выглядят совершенно одинаково.
1037;0;;You should check [both:t.determ,c.y,d.2,e.positive] options before deciding.;Тебе следует проверить оба варианта перед принятием решения.
1038;0;;[Neither:t.determ,c.y,d.2,e.negative] of the solutions worked as expected.;Ни одно из двух решений не сработало, как ожидалось.
1039;0;;[Neither:t.determ,c.y,d.2,e.negative] of them wanted to take responsibility.;Ни один из них не хотел брать на себя ответственность.
1040;0;;I like [neither:t.determ,c.y,d.2,e.negative] option that was offered.;Мне не нравится ни один из предложенных вариантов.
1041;0;;She can play [neither:t.determ,c.y,d.2,e.negative] piano nor guitar.;Она не умеет играть ни на пианино, ни на гитаре.
1042;0;;[Neither:t.determ,c.y,d.2,e.negative] of us knew the correct answer.;Ни один из нас двоих не знал правильного ответа.
1043;0;;The instructions were unclear, so [neither:t.determ,c.y,d.2,e.negative] approach worked.;Инструкции были непонятны, поэтому ни один из подходов не сработал.
1044;0;;[Neither:t.determ,c.y,d.2,e.negative] parent agreed with the decision.;Ни один из родителей не согласился с решением.
1045;0;;He tried two methods, but [neither:t.determ,c.y,d.2,e.negative] was effective.;Он попробовал два метода, но ни один не был эффективен.
1046;0;;[Neither:t.determ,c.y,d.2,e.negative] film was interesting enough to watch till the end.;Ни один из фильмов не был достаточно интересен, чтобы досмотреть до конца.
1047;0;;We tested both devices, but [neither:t.determ,c.y,d.2,e.negative] functioned properly.;Мы протестировали оба устройства, но ни одно не работало должным образом.
1048;0;;[Several:t.determ,c.y,d.grpofgrp,e.a-litle-neutral] students raised their hands.;Несколько студентов подняли руки.
1049;0;;I visited [several:t.determ,c.y,d.grpofgrp,e.a-litle-neutral] museums while in Paris.;Я посетил несколько музеев, когда был в Париже.
1050;0;;There were [several:t.determ,c.y,d.grpofgrp,e.a-litle-neutral] reasons for the delay.;Было несколько причин задержки.
1051;0;;[Several:t.determ,c.y,d.grpofgrp,e.a-litle-neutral] attempts were made to fix the issue.;Было предпринято несколько попыток исправить проблему.
1052;0;;He has read [several:t.determ,c.y,d.grpofgrp,e.a-litle-neutral] books on the topic.;Он прочитал несколько книг по этой теме.
1053;0;;[Several:t.determ,c.y,d.grpofgrp,e.a-litle-neutral] people complained about the service.;Несколько человек пожаловались на обслуживание.
1054;0;;She has traveled to [several:t.determ,c.y,d.grpofgrp,e.a-litle-neutral] countries in Europe.;Она путешествовала по нескольким странам Европы.
1055;0;;There are [several:t.determ,c.y,d.grpofgrp,e.a-litle-neutral] options to choose from.;Есть несколько вариантов на выбор.
1056;0;;He made [several:t.determ,c.y,d.grpofgrp,e.a-litle-neutral] mistakes in his calculations.;Он допустил несколько ошибок в расчетах.
1057;0;;The company has [several:t.determ,c.y,d.grpofgrp,e.a-litle-neutral] branches worldwide.;У компании есть несколько филиалов по всему миру.
1058;0;;[A few:t.determ,c.y,d.grpofgrp,e.a-litle-positive] guests arrived early.;Несколько гостей пришли раньше.
1059;0;;She has [a few:t.determ,c.y,d.grpofgrp,e.a-litle-positive] close friends she can rely on.;У нее есть несколько близких друзей, на которых можно положиться.
1060;0;;[A few:t.determ,c.y,d.grpofgrp,e.a-litle-positive] adjustments were needed to perfect the design.;Требовалось несколько корректировок, чтобы улучшить дизайн.
1061;0;;We spent [a few:t.determ,c.y,d.grpofgrp,e.a-litle-positive] hours exploring the city.;Мы провели несколько часов, исследуя город.
1062;0;;[A few:t.determ,c.y,d.grpofgrp,e.a-litle-positive] employees stayed late to finish the project.;Несколько сотрудников остались допоздна, чтобы закончить проект.
1063;0;;He took [a few:t.determ,c.y,d.grpofgrp,e.a-litle-positive] photos during the trip.;Он сделал несколько фотографий во время поездки.
1064;0;;[A few:t.determ,c.y,d.grpofgrp,e.a-litle-positive] days of rest will do you good.;Несколько дней отдыха пойдут тебе на пользу.
1065;0;;She made [a few:t.determ,c.y,d.grpofgrp,e.a-litle-positive] minor changes to the text.;Она внесла несколько небольших изменений в текст.
1066;0;;There were [a few:t.determ,c.y,d.grpofgrp,e.a-litle-positive] empty seats in the theater.;В театре было несколько свободных мест.
1067;0;;I have [a few:t.determ,c.y,d.grpofgrp,e.a-litle-positive] questions about the report.;У меня есть несколько вопросов по отчету.
1068;0;;[Few:t.determ,c.y,d.grpofgrp,e.a-litle-negative] people understood his explanation.;Мало кто понял его объяснение.
1069;0;;The event was poorly advertised, so [few:t.determ,c.y,d.grpofgrp,e.a-litle-negative] attendees showed up.;Мероприятие было плохо разрекламировано, поэтому пришло мало людей.
