id;question;extra;suspicious_status;suspicious_note
689;The teacher spoke to [each:Type.determ,c.y,d.1ofgrp,e.individuality] student separately.;Учитель поговорил с каждым студентом отдельно.;0;
690;I greeted [each:Type.determ,c.y,d.1ofgrp,e.individuality] guest personally as they arrived.;Я лично приветствовал каждого гостя по прибытии.;0;
691;She placed a flower on [each:Type.determ,c.y,d.1ofgrp,e.individuality] desk before the meeting.;Она положила цветок на каждый стол перед собранием.;0;
692;[Each:Type.determ,c.y,d.1ofgrp,e.individuality] chapter in this book has a summary at the end.;Каждая глава в этой книге имеет резюме в конце.;0;
693;He checked [each:Type.determ,c.y,d.1ofgrp,e.individuality] email carefully before replying.;Он внимательно проверил каждое письмо перед ответом.;0;
694;[Each:Type.determ,c.y,d.1ofgrp,e.individuality] of the candidates will have a chance to speak.;Каждый из кандидатов получит возможность высказаться.;0;
695;I spent time talking to [each:Type.determ,c.y,d.1ofgrp,e.individuality] employee about their concerns.;Я поговорил с каждым сотрудником об их проблемах.;0;
696;[Every:Type.determ,c.y,d.1ofgrp,e.general] morning, she goes for a run in the park.;Каждое утро она бегает в парке.;0;
697;[Every:Type.determ,c.y,d.1ofgrp,e.general] employee must follow the company's guidelines.;Каждый сотрудник должен соблюдать правила компании.;0;
698;He reads a new book [every:Type.determ,c.y,d.1ofgrp,e.general] month.;Он читает новую книгу каждый месяц.;0;
699;I wake up at the same time [every:Type.determ,c.y,d.1ofgrp,e.general] day.;Я просыпаюсь в одно и то же время каждый день.;0;
700;She calls her parents [every:Type.determ,c.y,d.1ofgrp,e.general] Sunday evening.;Она звонит родителям каждое воскресенье вечером.;0;
701;The team meets for a briefing [every:Type.determ,c.y,d.1ofgrp,e.general] Monday morning.;Команда собирается на брифинг каждое утро понедельника.;0;
702;[Every:Type.determ,c.y,d.1ofgrp,e.general] child in the school was given a free book.;Каждому ребенку в школе подарили бесплатную книгу.;0;
703;The system is checked for updates [every:Type.determ,c.y,d.1ofgrp,e.general] week.;Система проверяется на обновления каждую неделю.;0;
704;We clean the house [every:Type.determ,c.y,d.1ofgrp,e.general] Saturday.;Мы убираем дом каждую субботу.;0;
705;[Every:Type.determ,c.y,d.1ofgrp,e.general] seat in the theater was taken.;Каждое место в театре было занято.;0;
706;[Both:Type.determ,c.y,d.2,e.positive] of my friends are coming to the party.;Оба моих друга придут на вечеринку.;0;
707;He is good at [both:Type.determ,c.y,d.2,e.positive] math and science.;Он хорош и в математике, и в науке.;0;
708;She can speak [both:Type.determ,c.y,d.2,e.positive] French and Spanish fluently.;Она свободно говорит и на французском, и на испанском.;0;
709;They [both:Type.determ,c.y,d.2,e.positive] agreed to the terms of the contract.;Они оба согласились с условиями контракта.;0;
710;[Both:Type.determ,c.y,d.2,e.positive] solutions are acceptable in this case.;Оба решения приемлемы в этом случае.;0;
711;We visited [both:Type.determ,c.y,d.2,e.positive] cities during our trip.;Мы посетили оба города во время поездки.;0;
712;He likes [both:Type.determ,c.y,d.2,e.positive] coffee and tea.;Ему нравятся и кофе, и чай.;0;
713;[Both:Type.determ,c.y,d.2,e.positive] of the restaurants have excellent reviews.;Оба ресторана имеют отличные отзывы.;0;
714;The twins look [both:Type.determ,c.y,d.2,e.positive] identical.;Близнецы выглядят совершенно одинаково.;0;
715;You should check [both:Type.determ,c.y,d.2,e.positive] options before deciding.;Тебе следует проверить оба варианта перед принятием решения.;0;
716;[Neither:Type.determ,c.y,d.2,e.negative] of the solutions worked as expected.;Ни одно из двух решений не сработало, как ожидалось.;0;
717;[Neither:Type.determ,c.y,d.2,e.negative] of them wanted to take responsibility.;Ни один из них не хотел брать на себя ответственность.;0;
718;I like [neither:Type.determ,c.y,d.2,e.negative] option that was offered.;Мне не нравится ни один из предложенных вариантов.;0;
719;She can play [neither:Type.determ,c.y,d.2,e.negative] piano nor guitar.;Она не умеет играть ни на пианино, ни на гитаре.;0;
720;[Neither:Type.determ,c.y,d.2,e.negative] of us knew the correct answer.;Ни один из нас двоих не знал правильного ответа.;0;
721;The instructions were unclear, so [neither:Type.determ,c.y,d.2,e.negative] approach worked.;Инструкции были непонятны, поэтому ни один из подходов не сработал.;0;
722;[Neither:Type.determ,c.y,d.2,e.negative] parent agreed with the decision.;Ни один из родителей не согласился с решением.;0;
723;He tried two methods, but [neither:Type.determ,c.y,d.2,e.negative] was effective.;Он попробовал два метода, но ни один не был эффективен.;0;
724;[Neither:Type.determ,c.y,d.2,e.negative] film was interesting enough to watch till the end.;Ни один из фильмов не был достаточно интересен, чтобы досмотреть до конца.;0;
725;We tested both devices, but [neither:Type.determ,c.y,d.2,e.negative] functioned properly.;Мы протестировали оба устройства, но ни одно не работало должным образом.;0;
726;[Several:Type.determ,c.y,d.grpofgrp,e.a-litle-neutral] students raised their hands.;Несколько студентов подняли руки.;0;
727;I visited [several:Type.determ,c.y,d.grpofgrp,e.a-litle-neutral] museums while in Paris.;Я посетил несколько музеев, когда был в Париже.;0;
728;There were [several:Type.determ,c.y,d.grpofgrp,e.a-litle-neutral] reasons for the delay.;Было несколько причин задержки.;0;
729;[Several:Type.determ,c.y,d.grpofgrp,e.a-litle-neutral] attempts were made to fix the issue.;Было предпринято несколько попыток исправить проблему.;0;
730;He has read [several:Type.determ,c.y,d.grpofgrp,e.a-litle-neutral] books on the topic.;Он прочитал несколько книг по этой теме.;0;
731;[Several:Type.determ,c.y,d.grpofgrp,e.a-litle-neutral] people complained about the service.;Несколько человек пожаловались на обслуживание.;0;
732;She has traveled to [several:Type.determ,c.y,d.grpofgrp,e.a-litle-neutral] countries in Europe.;Она путешествовала по нескольким странам Европы.;0;
733;There are [several:Type.determ,c.y,d.grpofgrp,e.a-litle-neutral] options to choose from.;Есть несколько вариантов на выбор.;0;
734;He made [several:Type.determ,c.y,d.grpofgrp,e.a-litle-neutral] mistakes in his calculations.;Он допустил несколько ошибок в расчетах.;0;
735;The company has [several:Type.determ,c.y,d.grpofgrp,e.a-litle-neutral] branches worldwide.;У компании есть несколько филиалов по всему миру.;0;
736;[A few:Type.determ,c.y,d.grpofgrp,e.a-litle-positive] guests arrived early.;Несколько гостей пришли раньше.;0;
737;She has [a few:Type.determ,c.y,d.grpofgrp,e.a-litle-positive] close friends she can rely on.;У нее есть несколько близких друзей, на которых можно положиться.;0;
738;[A few:Type.determ,c.y,d.grpofgrp,e.a-litle-positive] adjustments were needed to perfect the design.;Требовалось несколько корректировок, чтобы улучшить дизайн.;0;
739;We spent [a few:Type.determ,c.y,d.grpofgrp,e.a-litle-positive] hours exploring the city.;Мы провели несколько часов, исследуя город.;0;
740;[A few:Type.determ,c.y,d.grpofgrp,e.a-litle-positive] employees stayed late to finish the project.;Несколько сотрудников остались допоздна, чтобы закончить проект.;0;
741;He took [a few:Type.determ,c.y,d.grpofgrp,e.a-litle-positive] photos during the trip.;Он сделал несколько фотографий во время поездки.;0;
742;[A few:Type.determ,c.y,d.grpofgrp,e.a-litle-positive] days of rest will do you good.;Несколько дней отдыха пойдут тебе на пользу.;0;
743;She made [a few:Type.determ,c.y,d.grpofgrp,e.a-litle-positive] minor changes to the text.;Она внесла несколько небольших изменений в текст.;0;
744;There were [a few:Type.determ,c.y,d.grpofgrp,e.a-litle-positive] empty seats in the theater.;В театре было несколько свободных мест.;0;
745;I have [a few:Type.determ,c.y,d.grpofgrp,e.a-litle-positive] questions about the report.;У меня есть несколько вопросов по отчету.;0;
746;[Few:Type.determ,c.y,d.grpofgrp,e.a-litle-negative] people understood his explanation.;Мало кто понял его объяснение.;0;
747;The event was poorly advertised, so [few:Type.determ,c.y,d.grpofgrp,e.a-litle-negative] attendees showed up.;Мероприятие было плохо разрекламировано, поэтому пришло мало людей.;0;
748;He has [few:Type.determ,c.y,d.grpofgrp,e.a-litle-negative] opportunities to advance in his career.;У него мало возможностей для карьерного роста.;0;
749;[Few:Type.determ,c.y,d.grpofgrp,e.a-litle-negative] companies can afford such expensive technology.;Мало компаний могут позволить себе такую дорогую технологию.;0;
750;She has [few:Type.determ,c.y,d.grpofgrp,e.a-litle-negative] reasons to stay in this job.;У нее мало причин оставаться на этой работе.;0;
751;[Few:Type.determ,c.y,d.grpofgrp,e.a-litle-negative] students passed the difficult exam.;Мало студентов сдали этот сложный экзамен.;0;
752;I have [few:Type.determ,c.y,d.grpofgrp,e.a-litle-negative] doubts about his honesty.;У меня мало сомнений в его честности.;0;
753;[Few:Type.determ,c.y,d.grpofgrp,e.a-litle-negative] restaurants serve authentic local cuisine.;Мало ресторанов подают аутентичную местную кухню.;0;
754;He received [few:Type.determ,c.y,d.grpofgrp,e.a-litle-negative] responses to his job application.;Он получил мало откликов на свое резюме.;0;
755;There are [few:Type.determ,c.y,d.grpofgrp,e.a-litle-negative] ways to solve this problem.;Есть мало способов решить эту проблему.;0;
756;There are [many:Type.determ,c.y,d.grpofgrp,e.a-lot] ways to improve your skills.;Есть много способов улучшить свои навыки.;0;
757;[Many:Type.determ,c.y,d.grpofgrp,e.a-lot] students participated in the competition.;Многие студенты приняли участие в соревновании.;0;
758;She has read [many:Type.determ,c.y,d.grpofgrp,e.a-lot] books on this subject.;Она прочитала много книг по этой теме.;0;
759;[Many:Type.determ,c.y,d.grpofgrp,e.a-lot] tourists visit this city every year.;Много туристов посещают этот город каждый год.;0;
760;There are [many:Type.determ,c.y,d.grpofgrp,e.a-lot] reasons to consider this proposal.;Есть много причин рассмотреть это предложение.;0;
761;[Many:Type.determ,c.y,d.grpofgrp,e.a-lot] of the guests arrived early.;Многие из гостей пришли рано.;0;
762;She has attended [many:Type.determ,c.y,d.grpofgrp,e.a-lot] conferences on the topic.;Она посетила много конференций по этой теме.;0;
763;[Many:Type.determ,c.y,d.grpofgrp,e.a-lot] people believe in the power of positive thinking.;Многие люди верят в силу позитивного мышления.;0;
764;He has [many:Type.determ,c.y,d.grpofgrp,e.a-lot] friends in different countries.;У него много друзей в разных странах.;0;
765;[Many:Type.determ,c.y,d.grpofgrp,e.a-lot] projects require teamwork to be successful.;Многие проекты требуют командной работы для успеха.;0;
766;There isn’t [much:Type.determ,c.n,d.grpofgrp,e.a-lot] time left before the deadline.;До дедлайна осталось не так много времени.;0;
767;She doesn’t have [much:Type.determ,c.n,d.grpofgrp,e.a-lot] experience in this field.;У нее не так много опыта в этой области.;0;
768;[Much:Type.determ,c.n,d.grpofgrp,e.a-lot] effort was needed to complete the task.;Потребовалось много усилий, чтобы завершить задание.;0;
769;He didn’t show [much:Type.determ,c.n,d.grpofgrp,e.a-lot] interest in the topic.;Он не проявил большого интереса к теме.;0;
770;We don’t have [much:Type.determ,c.n,d.grpofgrp,e.a-lot] information about the case.;У нас мало информации по этому делу.;0;
771;[Much:Type.determ,c.n,d.grpofgrp,e.a-lot] work has been done to improve the system.;Было проделано много работы для улучшения системы.;0;
772;She doesn’t drink [much:Type.determ,c.n,d.grpofgrp,e.a-lot] coffee.;Она не пьет много кофе.;0;
773;[Much:Type.determ,c.n,d.grpofgrp,e.a-lot] attention was given to the details.;Много внимания было уделено деталям.;0;
774;There isn’t [much:Type.determ,c.n,d.grpofgrp,e.a-lot] traffic in the morning.;Утром нет сильного движения.;0;
775;[Much:Type.determ,c.n,d.grpofgrp,e.a-lot] patience is required for this job.;Для этой работы требуется много терпения.;0;
776;[All:Type.determ,c.y/n,d.abs] students must follow the rules.;Все студенты должны соблюдать правила.;0;
777;He lost [all:Type.determ,c.y/n,d.abs] hope after multiple failures.;После множества неудач он потерял всякую надежду.;0;
778;[All:Type.determ,c.y/n,d.abs] the employees attended the meeting.;Все сотрудники присутствовали на собрании.;0;
779;She gave [all:Type.determ,c.y/n,d.abs] her effort to complete the project.;Она приложила все усилия, чтобы завершить проект.;0;
780;[All:Type.determ,c.y/n,d.abs] roads lead to the city center.;Все дороги ведут в центр города.;0;
781;We spent [all:Type.determ,c.y/n,d.abs] day at the beach.;Мы провели весь день на пляже.;0;
782;[All:Type.determ,c.y/n,d.abs] of them agreed with the decision.;Все они согласились с решением.;0;
783;She has read [all:Type.determ,c.y/n,d.abs] the books on the subject.;Она прочитала все книги по этой теме.;0;
784;[All:Type.determ,c.y/n,d.abs] the water was contaminated.;Вся вода была загрязнена.;0;
785;He gave [all:Type.determ,c.y/n,d.abs] his savings to charity.;Он отдал все свои сбережения на благотворительность.;0;
